NameOfTheCompany,Sector,P3_1_raw,P3_2_raw,P3_3_raw,P3_4_raw,P3_5_raw,P3_6_raw,P5_1_raw,P5_2_raw,P5_3_raw,P5_4_raw,P8_1_raw,P8_2_raw,P9_1_raw,P3_1_score,P3_2_score,P3_3_score,P3_4_score,P3_5_score,P3_6_score,P5_1_score,P5_2_score,P5_3_score,P5_4_score,P8_1_score,P8_2_score,P9_1_score,P3_composite,P5_composite,P8_composite,P9_composite,fatality_flag,flag_A,flag_B,flag_C,flag_D,social_quant_score,global_scored,final_social_score
Dalmia Bharat Sugar and Industries Limited,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.56244375,3.326589201871365e-12,4.53,0.4477,0.9085,0.6518333333333334,0.6089996014451161,1.0,0.0,0.5485,0.0,1.0,35.41666666666666,62.5,86.95652173913044,95.83333333333334,79.16666666666666,66.66666666666667,29.166666666666657,87.5,16.666666666666657,35.41666666666667,41.666666666666664,71.73913043478261,12.5,90.0,42.1875,56.70289855072464,12.5,1,0,0,0,0,60.521059782608695,False,
GUJARAT INDUSTRIES POWER COMPANY LIMITED,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.75,0.0011310247361567601,0.0,0.5589999999999999,1.0,0.0,1.0,1.0,0.0,0.53015,0.0,0.0,35.41666666666666,87.5,43.47826086956522,0.0,62.5,25.0,85.41666666666667,18.75,16.666666666666657,35.41666666666667,50.0,71.73913043478261,70.83333333333333,42.315821256038646,39.0625,60.869565217391305,70.83333333333333,0,0,0,0,0,46.81197161835749,False,
HINDUSTAN PETROLEUM COPORATION LIMITED,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.625,0.00015222798013992553,0.083,0.6742,1.0,1.0,0.838893600318192,0.5,0.002600780234070221,0.2062,3.06978372424996e-17,1.0,35.41666666666666,75.0,78.26086956521739,90.0,50.0,25.0,4.166666666666657,70.83333333333333,54.16666666666667,83.33333333333334,83.33333333333334,43.47826086956522,12.5,90.0,53.125,63.40579710144928,12.5,1,0,0,0,0,65.35461956521739,False,
JSW Energy Limited,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.625,0.0004869637935308159,0.15,0.8966000000000001,1.0,0.46669999999999995,0.8679440161664546,1.0,0.0,0.7477,1.5585698693735205e-11,0.0,35.41666666666666,75.0,60.869565217391305,90.0,20.833333333333343,25.0,33.33333333333334,66.66666666666667,16.666666666666657,35.41666666666667,29.166666666666657,26.08695652173914,70.83333333333333,90.0,38.020833333333336,27.6268115942029,70.83333333333333,1,0,0,0,0,60.53464673913044,False,
KRBL Limited,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.625,0.0002757818768755071,1.8,0.7164,1.0,0.7171333333333334,1.0,0.0,0.0,0.54515,0.0,0.6666666666666666,35.41666666666666,75.0,65.21739130434783,91.66666666666667,41.666666666666664,25.0,25.0,18.75,85.41666666666667,35.41666666666667,45.833333333333336,71.73913043478261,31.25,55.661231884057976,41.14583333333334,58.78623188405797,31.25,0,0,0,0,0,48.608469202898554,False,
MOIL Limited,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.25,0.01454359066704566,0.4,0.0,1.0,0.0,1.0,0.0,0.00847457627118644,0.83605,1.6192633884715104e-11,0.0,35.41666666666666,35.41666666666667,8.695652173913047,90.0,95.83333333333333,25.0,85.41666666666667,18.75,85.41666666666667,95.83333333333334,12.5,21.73913043478261,70.83333333333333,90.0,71.35416666666667,17.119565217391305,70.83333333333333,1,0,0,0,0,70.62522644927536,False,
Mahanagar Gas Limited,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.25,0.0002593697822302746,0.083,0.9628,1.0,0.44894999999999996,1.0,1.0,0.0,0.869,0.0,0.3333333333333333,35.41666666666666,35.41666666666667,69.56521739130434,37.5,4.166666666666657,25.0,37.5,18.75,16.666666666666657,35.41666666666667,8.333333333333343,71.73913043478261,37.5,34.51086956521739,27.083333333333332,40.036231884057976,37.5,0,0,0,0,0,33.03894927536232,False,
NAVA LIMITED,"Electricity, Gas, Steam and Air Conditioning Supply",0.5463,0.0,0.000909,0.0,0.91535,0.9024,0.8333333333333334,1.0,0.5,0.0,0.5,0.0,0.3247333333333333,83.33333333333334,8.333333333333332,52.17391304347826,90.0,16.666666666666657,70.83333333333333,20.833333333333343,18.75,54.16666666666667,35.41666666666667,58.33333333333333,71.73913043478261,41.666666666666664,90.0,32.29166666666667,65.03623188405797,41.666666666666664,1,0,0,0,0,61.224184782608695,False,
NHPC LIMITED,"Electricity, Gas, Steam and Air Conditioning Supply",0.5,0.0,0.007027956796308346,0.0,0.18735000000000002,1.0,0.0222,0.9315118726371411,0.5,0.0,0.7787,4.9410358537975465e-11,0.0,87.5,8.333333333333332,13.043478260869563,90.0,83.33333333333334,25.0,70.83333333333333,50.0,54.16666666666667,35.41666666666667,25.0,8.695652173913047,70.83333333333333,90.0,52.60416666666667,16.847826086956523,70.83333333333333,1,0,0,0,0,64.02196557971014,False,
NMDC Limited,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.625,0.006897182304907016,0.38,1.0,1.0,0.3333333333333333,0.8813559322033898,0.4,0.0,0.79525,2.102000563539025e-15,0.0,35.41666666666666,75.0,17.391304347826093,62.50000000000001,0.0,25.0,47.916666666666664,62.5,70.83333333333333,35.41666666666667,16.666666666666657,39.13043478260869,70.83333333333333,35.884661835748794,54.16666666666667,27.898550724637673,70.83333333333333,0,0,0,0,0,44.58031400966183,False,
NTPC LIMITED,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.25,0.018249841518908266,0.086,0.13194999999999998,1.0,0.05273333333333333,0.8858766033366205,1.0,0.0008598452278589854,0.2632,1.3262801560509384e-14,0.0,35.41666666666666,35.41666666666667,4.347826086956516,90.0,87.5,25.0,66.66666666666667,58.33333333333333,16.666666666666657,70.83333333333334,79.16666666666666,34.78260869565217,70.83333333333333,90.0,53.125,56.974637681159415,70.83333333333333,1,0,0,0,0,70.22327898550725,False,
Orient Green Power Company Limited,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,1.0,,0.0,0.53495,0.845,0.3333333333333333,1.0,0.0,0.0,0.0,,0.0,35.41666666666666,97.91666666666666,,0.0,66.66666666666667,83.33333333333334,47.916666666666664,18.75,85.41666666666667,35.41666666666667,95.83333333333333,,70.83333333333333,56.66666666666667,46.875,95.83333333333333,70.83333333333333,0,0,0,0,0,60.53125000000001,False,
Power Grid Corporation of India Limited,"Electricity, Gas, Steam and Air Conditioning Supply",0.77725,0.027249999999999996,0.003150924566619622,0.03,0.7972999999999999,1.0,1.0,0.9457929352916246,1.0,0.004694835680751174,0.7876000000000001,0.0,0.0,79.16666666666666,16.666666666666664,30.434782608695656,90.0,33.33333333333334,25.0,4.166666666666657,45.833333333333336,16.666666666666657,87.5,20.833333333333343,71.73913043478261,70.83333333333333,90.0,38.541666666666664,46.286231884057976,70.83333333333333,1,0,0,0,0,63.51585144927536,False,
RAMCO INDUSTRIES LIMITED,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.375,0.0,0.0,0.50005,0.0822,0.0,0.6064056346972202,1.0,0.0,0.61595,2.6995641553671164e-06,0.6666666666666666,35.41666666666666,45.83333333333333,93.47826086956522,0.0,70.83333333333333,91.66666666666667,85.41666666666667,91.66666666666667,16.666666666666657,35.41666666666667,37.5,4.347826086956516,31.25,56.20471014492753,57.29166666666667,20.923913043478258,31.25,0,0,0,0,0,48.797554347826086,False,
SJVN Limited,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.25,0.0036773031613722734,0.0,0.9156500000000001,1.0,0.4327666666666667,1.0,0.5,0.006622516556291391,0.71,3.770145709509841e-11,0.0,35.41666666666666,35.41666666666667,26.08695652173914,0.0,12.5,25.0,41.666666666666664,18.75,54.16666666666667,91.66666666666666,33.33333333333334,13.043478260869563,70.83333333333333,22.403381642512077,51.5625,23.188405797101453,70.83333333333333,0,0,0,0,0,37.569821859903385,False,
Shree Renuka Sugars Limited,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.5,0.0001338553638520406,1.77,0.8732,0.8452,0.0,1.0,0.0,0.0,0.09245,0.0,1.0,35.41666666666666,56.25,82.6086956521739,90.0,25.0,79.16666666666666,85.41666666666667,18.75,85.41666666666667,35.41666666666667,91.66666666666667,71.73913043478261,12.5,90.0,56.25,81.70289855072464,12.5,1,0,0,0,0,69.19293478260869,False,
Torrent Power Limited,"Electricity, Gas, Steam and Air Conditioning Supply",1.0,0.625,0.00018792506239215584,1.47,0.74575,0.9661,0.10175000000000001,0.6459607561617612,0.5,0.0,0.41154999999999997,0.0,0.0,35.41666666666666,75.0,73.91304347826087,83.33333333333334,37.5,54.16666666666667,58.33333333333333,83.33333333333334,54.16666666666667,35.41666666666667,70.83333333333333,71.73913043478261,70.83333333333333,59.88828502415459,57.812500000000014,71.28623188405797,70.83333333333333,0,0,0,0,0,61.96595712560387,False,
ANAND RATHI WEALTH LIMITED,Financial and Insurance Activities,1.0,1.0,0.001208793708868197,0.0,0.3029,0.5742,0.3333333333333333,0.7983870967741935,0.0,0.0,0.0,0.0,0.0,32.795698924731184,69.35483870967742,46.15384615384615,0.0,83.87096774193549,69.89247311827957,36.02150537634409,64.44444444444444,67.20430107526882,26.666666666666668,74.19354838709677,76.47058823529412,57.526881720430104,50.344637441411635,48.584229390680996,75.33206831119544,57.526881720430104,0,0,0,0,0,54.19483368202532,False,
ARIHANT CAPITAL MARKETS LIMITED,Financial and Insurance Activities,1.0,1.0,3.4878524638407794e-11,0.0,1.0,1.0,0.5,0.7686666666666667,0.0,0.0,0.0,0.0,0.0,32.795698924731184,69.35483870967742,94.87179487179488,0.0,9.677419354838719,19.354838709677423,8.064516129032256,70.0,67.20430107526882,26.666666666666668,74.19354838709677,76.47058823529412,57.526881720430104,37.67576509511994,42.98387096774193,75.33206831119544,90.0,0,0,0,0,1,50.41447112343697,False,
AU Small Finance Bank Limited,Financial and Insurance Activities,1.0,1.0,0.001109822835220714,0.0,0.95,1.0,0.3191,1.0,0.0,0.0017992083483267362,0.775,1.6851974765253738e-12,0.0,32.795698924731184,69.35483870967742,51.282051282051285,0.0,27.956989247311824,19.354838709677423,53.763440860215056,10.555555555555557,67.20430107526882,76.66666666666667,3.225806451612897,31.764705882352942,57.526881720430104,33.457402812241526,52.04749103942653,17.49525616698292,57.526881720430104,0,0,0,0,0,39.97655958578634,False,
Aavas Financiers Limited,Financial and Insurance Activities,1.0,1.0,0.006867904473161814,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5952,0.0,1.0,32.795698924731184,69.35483870967742,5.128205128205138,0.0,9.677419354838719,19.354838709677423,8.064516129032256,10.555555555555557,67.20430107526882,26.666666666666668,10.752688172043008,76.47058823529412,2.1505376344086073,22.718500137854978,28.122759856630825,43.61163820366856,2.1505376344086073,0,0,0,0,0,25.68716549895392,False,
Aditya Birla Capital Limited,Financial and Insurance Activities,1.0,1.0,0.000700481664534443,0.0,0.92835,1.0,0.3333333333333333,0.6451952556439875,0.0,0.0017126806878125641,0.0,4.4638847631242e-13,0.0,32.795698924731184,69.35483870967742,69.23076923076923,0.0,31.18279569892472,19.354838709677423,36.02150537634409,80.0,67.20430107526882,75.55555555555556,74.19354838709677,40.0,57.526881720430104,36.986490212296665,64.69534050179212,57.096774193548384,57.526881720430104,0,0,0,0,0,51.75516956162117,False,
Aditya Birla Sun Life AMC Limited,Financial and Insurance Activities,1.0,1.0,0.0026204791581361042,0.0,0.8221499999999999,0.2551,0.0,0.8818940281447657,0.0,0.002421307506053269,0.0,4.788820416837542e-11,0.0,32.795698924731184,69.35483870967742,16.666666666666657,0.0,36.55913978494624,87.09677419354838,90.86021505376344,50.0,67.20430107526882,82.22222222222221,74.19354838709677,12.941176470588232,57.526881720430104,40.412186379928315,72.57168458781362,43.5673624288425,57.526881720430104,0,0,0,0,0,53.852756694075474,False,
Arman Financial Services Limited,Financial and Insurance Activities,0.7098,0.7098,0.0016222346551413246,0.0,1.0,0.5595,0.3333333333333333,0.6263736263736264,0.0,0.0,0.0,0.0,0.0,78.49462365591398,23.655913978494624,38.46153846153846,0.0,9.677419354838719,70.96774193548387,36.02150537634409,82.22222222222223,67.20430107526882,26.666666666666668,74.19354838709677,76.47058823529412,57.526881720430104,36.87620623104494,53.02867383512545,75.33206831119544,57.526881720430104,0,0,0,0,0,50.36301675343421,False,
Axis Bank Limited,Financial and Insurance Activities,0.5,0.5,0.0006907333888550792,0.0,0.5,0.013208,0.3194166666666667,0.0,0.0,0.0013123359580052493,0.555,3.11645632362518e-13,0.0,86.55913978494624,13.440860215053762,70.51282051282051,0.0,63.97849462365591,89.24731182795699,52.68817204301075,93.88888888888889,67.20430107526882,70.0,18.27956989247312,42.352941176470594,57.526881720430104,53.95643782740556,70.94534050179212,30.316255534471857,57.526881720430104,0,0,0,0,0,56.713570808803254,False,
BANK OF INDIA,Financial and Insurance Activities,1.0,1.0,0.0010655050595788425,0.13,0.61095,0.5327,0.0,0.0,0.0,0.0008093889113719142,0.0,0.0,0.0,32.795698924731184,69.35483870967742,55.128205128205124,95.69892473118279,53.763440860215056,73.11827956989248,90.86021505376344,93.88888888888889,67.20430107526882,63.33333333333333,74.19354838709677,76.47058823529412,57.526881720430104,63.309897987317335,78.8216845878136,75.33206831119544,57.526881720430104,0,0,0,0,0,69.96404721938401,False,
BF INVESTMENT LIMITED,Financial and Insurance Activities,1.0,1.0,7.035470316901726e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,32.795698924731184,69.35483870967742,89.74358974358975,0.0,97.31182795698925,95.6989247311828,8.064516129032256,93.88888888888889,67.20430107526882,26.666666666666668,74.19354838709677,76.47058823529412,57.526881720430104,64.15081334436174,48.95609318996416,75.33206831119544,57.526881720430104,0,0,0,0,0,59.84745637295447,False,
Bajaj Holdings & Investment Limited,Financial and Insurance Activities,1.0,1.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,32.795698924731184,69.35483870967742,97.43589743589743,0.0,63.97849462365591,19.354838709677423,8.064516129032256,10.555555555555557,67.20430107526882,26.666666666666668,74.19354838709677,76.47058823529412,57.526881720430104,47.1532947339399,28.122759856630825,75.33206831119544,57.526881720430104,0,0,0,0,0,45.756782262119074,False,
Bandhan Bank Limited,Financial and Insurance Activities,1.0,1.0,0.002333920135318478,0.03,0.9789,0.8188,0.3333333333333333,1.0,0.5,0.002014218009478673,0.0,2.8836704596187545e-12,0.0,32.795698924731184,69.35483870967742,23.076923076923066,94.6236559139785,23.655913978494624,52.68817204301075,36.02150537634409,10.555555555555557,19.892473118279568,77.77777777777779,74.19354838709677,24.705882352941174,57.526881720430104,90.0,36.06182795698925,49.44971537001897,57.526881720430104,1,0,0,0,0,61.79178526249209,False,
Bank of Baroda,Financial and Insurance Activities,1.0,1.0,0.0017166978712831753,0.0,0.7602,1.0,0.2173333333333333,0.9243870693512894,0.70345,0.0011174319382364893,0.0,3.131405450011979e-11,0.3333333333333333,32.795698924731184,69.35483870967742,35.8974358974359,0.0,41.93548387096774,19.354838709677423,64.51612903225806,42.22222222222223,10.752688172043008,66.66666666666666,74.19354838709677,14.117647058823536,9.13978494623656,33.22304935208161,46.03942652329749,44.15559772296015,9.13978494623656,0,0,0,0,0,36.940337177054445,False,
Bengal & Assam Company Limited,Financial and Insurance Activities,0.5,0.5,3.112397480935821e-05,0.0,1.0,1.0,0.3333333333333333,,0.0,,0.0,0.0,0.0,86.55913978494624,13.440860215053762,91.02564102564102,0.0,9.677419354838719,19.354838709677423,36.02150537634409,,67.20430107526882,,74.19354838709677,76.47058823529412,57.526881720430104,36.676316515026194,51.61290322580645,75.33206831119544,57.526881720430104,0,0,0,0,0,49.787541153765055,False,
CAPITAL INDIA FINANCE LIMITED,Financial and Insurance Activities,1.0,1.0,,0.0,1.0,1.0,0.0,0.9820945265232994,0.0,0.0,0.0,0.0,0.0,32.795698924731184,69.35483870967742,,0.0,9.677419354838719,19.354838709677423,90.86021505376344,26.66666666666667,67.20430107526882,26.666666666666668,74.19354838709677,76.47058823529412,57.526881720430104,26.236559139784948,52.8494623655914,75.33206831119544,57.526881720430104,0,0,0,0,0,46.04443390259329,False,
CARE Ratings Limited,Financial and Insurance Activities,1.0,1.0,0.0057248193637378176,0.0,0.71675,0.929,0.4265833333333333,0.8049103353867214,0.5,0.0,0.5,9.100360799630616e-11,0.0,32.795698924731184,69.35483870967742,6.410256410256409,0.0,46.23655913978495,46.23655913978495,22.58064516129032,63.333333333333336,19.892473118279568,26.666666666666668,40.86021505376344,9.411764705882348,57.526881720430104,33.50565205403915,33.11827956989247,25.135989879822894,57.526881720430104,0,0,0,0,0,34.51674532509447,False,
CITY UNION BANK LIMITED,Financial and Insurance Activities,0.9999,0.9999,0.000909,0.0,0.39505,0.9999,0.25183333333333335,0.6790719955218096,0.5,0.0010432968179447052,0.5,0.0,1.0,66.66666666666667,37.634408602150536,62.82051282051282,0.0,74.19354838709677,39.784946236559136,62.365591397849464,75.55555555555556,19.892473118279568,64.44444444444444,40.86021505376344,76.47058823529412,2.1505376344086073,46.85001378549765,55.564516129032256,58.66540164452878,2.1505376344086073,0,0,0,0,0,47.20245016948053,False,
CSB Bank Limited,Financial and Insurance Activities,1.0,1.0,0.0018971897700600542,0.0,0.5168,0.6821,0.3322,0.7575181661656988,0.5,0.002021018593371059,0.0,1.571220076142638e-12,0.0,32.795698924731184,69.35483870967742,32.051282051282044,0.0,58.064516129032256,64.51612903225806,48.38709677419355,71.11111111111111,19.892473118279568,78.88888888888889,74.19354838709677,32.941176470588246,57.526881720430104,42.79707747449683,54.56989247311828,53.56736242884251,57.526881720430104,0,0,0,0,0,50.00608589175951,False,
Canara Bank,Financial and Insurance Activities,1.0,1.0,0.0012718816441614966,0.0,0.47195,1.0,0.3053666666666667,0.9387506304031006,0.0,0.000686027898467871,0.58795,5.956090653222447e-07,0.0,32.795698924731184,69.35483870967742,43.58974358974359,0.0,67.74193548387098,19.354838709677423,56.98924731182796,34.44444444444444,67.20430107526882,60.0,12.903225806451616,5.882352941176478,57.526881720430104,38.806175902950095,54.659498207885306,9.392789373814047,57.526881720430104,0,0,0,0,0,41.81490131205501,False,
Capri Global Capital Limited,Financial and Insurance Activities,0.80625,0.80625,0.0011852159530593785,0.0,0.18925,0.7465,0.3333333333333333,0.8333516642836432,0.0,0.0,0.25705,2.6357273401753823e-11,0.0,75.26881720430107,27.956989247311824,48.71794871794872,0.0,90.3225806451613,59.13978494623656,36.02150537634409,55.55555555555556,67.20430107526882,26.666666666666668,47.31182795698925,16.470588235294116,57.526881720430104,50.234353460159916,46.36200716845878,31.891208096141682,57.526881720430104,0,0,0,0,0,46.8568132794888,False,
Central Bank of India,Financial and Insurance Activities,1.0,1.0,,0.0,0.95915,0.8487,0.3333333333333333,0.8919932133822349,0.0,0.0,0.0,,0.0,32.795698924731184,69.35483870967742,,0.0,26.88172043010752,50.53763440860215,36.02150537634409,47.77777777777777,67.20430107526882,26.666666666666668,74.19354838709677,,57.526881720430104,35.913978494623656,44.41756272401434,74.19354838709677,57.526881720430104,0,0,0,0,0,46.793458781362006,False,
Choice International Limited,Financial and Insurance Activities,0.42725,0.42725,0.0024168269550992215,0.0,0.08660000000000001,0.8,0.5,0.6246246808033,0.0,0.0,0.0,0.0,0.0,90.3225806451613,9.67741935483871,20.51282051282051,0.0,92.47311827956989,53.763440860215056,8.064516129032256,83.33333333333334,67.20430107526882,26.666666666666668,74.19354838709677,76.47058823529412,57.526881720430104,44.45822994210091,46.31720430107527,75.33206831119544,57.526881720430104,0,0,0,0,0,51.04681190093903,False,
